age,MonthlyIncome,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,RevolvingUtilizationOfUnsecuredLines,SeriousDlqin2yrs
70,2347.66,0.3453,5,0,0,1,0,0.3311,0
52,4151.91,0.6915,9,2,0,0,0,0.2877,1
22,2262.33,0.1562,7,0,0,0,0,0.6247,0
62,9085.17,0.3826,4,0,0,0,0,0.3349,0
29,4924.28,0.1085,5,1,0,0,1,0.0549,1
67,2407.24,0.1545,7,1,1,0,0,0.3981,0
68,6624.77,0.0628,8,1,0,0,0,0.5232,0
69,2875.64,0.3139,10,2,0,0,0,0.2107,0
48,2554.82,0.3958,12,1,0,0,0,0.6244,1
36,6232.23,0.173,2,0,0,0,0,0.4629,1
73,835.73,0.4007,3,2,0,0,0,0.2793,1
53,5658.36,0.2558,5,4,0,0,0,0.438,1
58,2373.55,0.042,4,2,0,0,0,0.6143,1
29,2371.4,0.1449,5,1,0,1,0,0.1396,1
57,11788.53,0.1702,5,1,0,0,0,0.1148,0
55,2647.24,0.4052,4,1,0,0,0,0.6646,1
38,6461.06,0.1111,5,0,0,0,1,0.4258,1
66,4305.06,0.2169,6,1,0,1,0,0.1726,0
28,4581.56,0.3739,7,1,0,0,0,0.3594,0
63,3132.78,0.2836,13,2,1,0,0,0.2224,1
77,3036.23,0.4325,1,1,0,0,0,0.3528,0
54,9106.95,0.5072,4,2,0,1,0,0.7969,0
27,6363.13,0.1299,2,4,0,0,0,0.6188,1
53,2697.8,0.4306,9,1,0,0,0,0.7142,0
52,1943.94,0.3104,6,1,0,0,0,0.0959,0
53,2563.98,0.5643,1,2,1,0,0,0.4733,1
37,6560.99,0.1214,2,2,0,0,0,0.5007,0
57,7385.07,0.2521,4,2,0,0,0,0.6653,0
36,5079.49,0.1841,7,4,0,0,0,0.0582,0
53,1380.14,0.1237,3,0,0,0,0,0.9142,0
56,5723.11,0.2966,3,2,1,0,0,0.4391,0
59,7959.7,0.1612,7,1,0,0,0,0.417,0
68,4040.54,0.1616,9,0,0,0,0,0.2104,0
73,11942.78,0.3274,8,1,1,1,0,0.1932,0
66,1648.16,0.5106,7,0,1,0,0,0.0885,0
67,5491.1,0.4843,6,1,0,0,0,0.2772,1
72,1974.1,0.1842,6,1,0,0,0,0.5691,1
35,6871.41,0.164,5,0,0,0,0,0.281,0
38,5259.11,0.2958,3,3,0,0,0,0.4536,1
52,10730.16,0.3345,10,0,1,0,0,0.3497,0
48,4913.91,0.1695,7,1,1,0,0,0.0831,0
62,2857.2,0.2686,4,0,0,0,0,0.0822,0
21,2711.77,0.4727,6,3,1,0,0,0.5666,0
29,3133.46,0.2814,3,0,0,2,0,0.4491,1
65,2679.98,0.2325,6,1,1,0,0,0.8158,1
69,8170.34,0.6257,4,1,0,0,0,0.3046,1
38,7827.38,0.3786,8,1,0,0,0,0.6056,0
39,1483.35,0.3378,4,1,1,0,0,0.4169,1
54,3725.72,0.1037,8,1,0,0,0,0.053,0
49,3780.06,0.2264,5,1,3,0,1,0.4807,1
30,2278.39,0.4837,5,0,2,0,0,0.7751,1
50,4736.01,0.0098,6,0,1,0,0,0.163,0
69,8747.39,0.3138,6,0,0,1,0,0.3256,1
64,6217.27,0.3782,3,1,0,0,0,0.5059,0
69,8170.14,0.335,10,1,1,1,0,0.0986,1
58,2365.91,0.2188,11,0,1,0,0,0.5277,0
72,3721.58,0.3301,2,1,0,0,0,0.4267,1
35,2299.88,0.4444,6,1,0,0,0,0.1143,1
23,4203.44,0.1474,2,0,0,0,0,0.1753,0
27,4436.72,0.3585,1,0,1,0,0,0.5093,0
79,6476.29,0.4634,6,2,0,0,0,0.5574,1
58,8007.19,0.3397,3,0,0,0,1,0.4301,1
35,5504.86,0.3446,6,0,2,0,0,0.5543,1
71,2173.07,0.1437,6,1,1,0,0,0.4818,1
39,1617.6,0.6529,2,0,0,0,0,0.1497,1
56,4974.16,0.2365,6,1,0,0,0,0.2037,1
35,8958.09,0.0623,6,0,0,0,0,0.2459,0
26,3587.19,0.4789,3,0,0,0,0,0.0547,0
36,1456.17,0.0497,6,0,0,0,0,0.335,0
34,12719.02,0.1636,5,3,1,0,1,0.5579,0
53,4883.62,0.6049,3,2,0,1,0,0.5879,1
22,4034.69,0.1806,6,2,1,0,0,0.3634,1
35,1806.63,0.281,6,2,0,0,0,0.0566,1
54,3676.55,0.2853,9,0,0,0,0,0.3215,1
44,5497.95,0.4197,6,0,0,0,0,0.4801,0
58,4923.68,0.2452,2,1,0,0,0,0.3079,0
59,2421.32,0.2573,8,3,1,0,0,0.0627,1
77,3518.4,0.0796,3,1,1,1,0,0.4099,1
70,2515.93,0.6038,6,1,0,0,1,0.3023,1
34,9882.26,0.5406,7,1,0,0,0,0.338,1
61,6228.71,0.1563,3,2,2,0,0,0.1746,0
58,2658.19,0.1106,11,0,0,0,0,0.0106,0
56,1806.09,0.3721,6,2,0,0,0,0.1031,0
68,4301.37,0.4447,5,0,0,0,0,0.1554,0
29,2708.93,0.3826,5,2,0,0,0,0.2092,1
43,2832.79,0.3758,7,3,0,0,0,0.3676,0
69,1842.49,0.1627,3,0,0,0,0,0.2615,0
73,1984.56,0.1904,4,1,0,0,0,0.1715,0
23,4014.24,0.2414,2,1,0,0,0,0.1177,1
48,3102.22,0.3058,4,1,0,0,0,0.3556,1
36,16283.52,0.1216,5,3,0,0,0,0.3337,1
30,5200.72,0.141,10,1,0,1,0,0.3791,1
24,1824.36,0.372,2,1,0,0,1,0.7524,0
52,1448.98,0.2133,5,1,0,0,0,0.4382,1
60,4623.48,0.3761,2,1,0,0,0,0.3781,1
52,2869.46,0.4171,7,0,1,1,0,0.4185,0
42,8094.05,0.2851,8,0,0,0,0,0.6077,1
66,4311.83,0.1561,5,4,0,0,0,0.3342,1
59,1108.19,0.3033,3,0,0,0,0,0.5141,1
74,1975.04,0.2489,4,2,0,0,0,0.7907,0
41,2428.02,0.1453,6,0,0,0,0,0.4197,1
35,4746.78,0.4771,8,0,1,0,0,0.3661,1
47,1935.94,0.3735,10,0,0,0,0,0.3061,0
50,3990.57,0.3322,4,2,0,0,0,0.5982,1
48,1633.22,0.2693,2,1,0,0,0,0.3727,0
70,3654.49,0.2589,5,1,0,0,0,0.1383,1
23,4546.06,0.4363,8,2,0,0,0,0.21,0
52,8750.85,0.06,3,1,0,0,0,0.5087,0
46,4218.97,0.3168,9,0,0,0,0,0.6643,0
33,2230.45,0.3383,3,1,1,0,0,0.4863,1
58,8917.79,0.4446,5,0,0,0,0,0.2382,1
68,3261.99,0.0946,10,1,2,0,0,0.0907,0
53,5791.46,0.0196,7,1,0,0,0,0.3144,0
26,2520.63,0.594,7,0,0,0,0,0.1308,0
25,3844.76,0.2739,10,2,0,0,1,0.686,1
45,2251.25,0.375,2,1,0,0,0,0.2253,0
60,4417.62,0.1731,6,1,1,0,0,0.516,0
39,5897.58,0.3823,6,0,0,0,0,0.0903,1
39,2705.71,0.1726,6,1,0,1,0,0.06,1
71,2615.98,0.3149,7,1,0,0,0,0.3253,1
21,4510.17,0.4473,8,2,0,0,0,0.0923,0
25,2219.4,0.2606,5,0,1,0,0,0.4514,1
30,1464.45,0.1711,11,1,0,0,0,0.3051,0
79,4500.38,0.4614,5,1,0,0,0,0.3476,0
50,3413.12,0.2538,7,0,0,0,0,0.9048,0
30,3370.06,0.3437,4,1,0,0,0,0.1257,0
39,4977.3,0.0066,5,0,2,0,0,0.0664,0
78,5412.41,0.4117,6,0,1,0,0,0.3625,0
61,3305.68,0.2377,7,1,0,0,0,0.3031,0
34,1856.41,0.1234,5,1,0,0,0,0.1876,0
35,2482.07,0.1526,3,2,0,1,0,0.3334,1
25,5171.81,0.1563,5,0,0,0,0,0.6122,1
66,3951.46,0.1106,6,1,0,0,0,0.5495,1
29,2617.94,0.1941,5,1,0,0,0,0.6903,1
37,2274.16,0.11,8,0,0,0,0,0.0687,0
41,5274.79,0.0564,6,1,0,0,0,0.0363,1
57,3187.55,0.2588,3,1,0,0,0,0.1709,0
56,5719.46,0.1044,3,0,0,0,0,0.4512,0
68,6170.91,0.3728,2,1,3,0,0,0.004,0
38,3017.84,0.116,2,1,0,0,0,0.3222,0
43,6436.81,0.2752,1,1,0,0,0,0.0974,0
43,3956.23,0.2376,6,0,0,0,0,0.1206,1
23,4275.49,0.5549,4,2,0,0,0,0.103,0
64,979.21,0.295,7,1,2,0,1,0.4054,1
52,2033.36,0.2122,5,1,0,0,1,0.4665,0
49,2100.61,0.5798,9,3,1,0,0,0.0986,1
79,3007.33,0.2119,3,3,0,1,0,0.1671,0
31,3899.53,0.337,9,0,1,0,0,0.491,1
78,3996.4,0.0167,3,1,0,0,0,0.6604,0
61,4321.89,0.0999,3,0,1,1,0,0.3297,0
34,2413.98,0.0583,8,0,0,0,1,0.0695,1
61,5512.74,0.3498,9,0,0,0,0,0.5281,0
65,10781.35,0.2848,3,1,0,0,0,0.3477,1
42,2945.42,0.5612,3,2,0,1,0,0.213,1
41,2445.0,0.1106,9,0,0,0,0,0.2976,0
70,2413.42,0.2854,6,3,0,0,0,0.4568,1
30,3832.53,0.073,7,1,0,0,0,0.5984,1
21,2655.91,0.0252,7,2,0,0,0,0.5125,0
60,1289.23,0.1474,10,2,0,0,0,0.0322,1
74,1519.21,0.2805,11,0,0,1,0,0.3282,1
50,6715.1,0.196,4,1,2,0,0,0.5709,1
28,7856.34,0.3662,6,0,0,0,0,0.2162,0
52,9508.43,0.5802,10,0,0,0,0,0.1051,0
35,4170.46,0.3718,11,2,0,0,0,0.2389,0
69,2009.13,0.2906,4,0,0,1,0,0.5502,1
57,2799.48,0.0734,4,1,1,0,0,0.3805,0
40,1487.97,0.0944,4,0,1,0,0,0.5787,1
57,1453.99,0.3046,3,2,0,0,0,0.263,1
60,4243.56,0.1078,6,1,0,0,0,0.018,0
61,5031.17,0.3125,6,1,1,0,0,0.2717,0
42,11790.2,0.1972,6,1,0,0,0,0.3761,0
54,3463.88,0.4539,2,0,0,0,0,0.2793,0
23,1612.11,0.1933,4,0,1,0,0,0.088,1
44,3384.12,0.581,5,1,1,1,0,0.029,1
43,3073.35,0.0916,5,2,0,0,0,0.7754,1
52,2711.51,0.1563,6,0,0,0,0,0.5912,1
77,4474.95,0.2036,8,1,0,0,0,0.3672,1
77,1756.92,0.1527,5,4,1,0,0,0.2538,1
49,3938.02,0.2772,8,1,0,0,0,0.4045,0
59,5382.66,0.5547,9,2,0,0,1,0.5546,0
27,8534.25,0.0967,5,2,0,0,0,0.3345,0
49,4386.23,0.24,5,2,0,0,0,0.5568,1
61,6808.13,0.3085,9,0,0,0,1,0.5075,1
61,2789.62,0.3351,5,1,0,0,0,0.3915,1
77,3033.36,0.3618,2,1,0,0,0,0.1464,1
48,8173.96,0.4935,7,0,0,0,0,0.1703,0
74,1598.87,0.0549,6,2,1,0,0,0.2999,0
78,2858.68,0.0458,5,0,1,0,0,0.2157,1
54,7165.75,0.6918,8,1,0,0,1,0.0391,1
26,3207.78,0.3378,5,1,0,0,0,0.546,1
43,3067.56,0.1606,5,1,0,0,0,0.4324,0
66,3105.1,0.0548,8,1,0,0,1,0.7567,1
55,3906.09,0.485,2,1,0,0,0,0.5436,1
76,6985.91,0.3724,8,1,1,0,0,0.835,0
69,6339.4,0.234,11,4,0,0,0,0.6724,0
24,3666.07,0.4146,5,2,1,0,0,0.3978,0
71,7012.38,0.374,6,1,0,0,0,0.1112,0
42,4469.7,0.5938,8,0,1,0,0,0.3923,0
69,6096.51,0.0971,2,1,0,0,0,0.2179,0
50,1964.47,0.3343,6,1,0,0,0,0.3536,1
47,10333.35,0.4188,12,0,0,0,1,0.4609,1
25,4155.25,0.2478,6,2,1,0,0,0.1856,1
28,699.95,0.3155,9,5,0,0,0,0.2316,1
56,9854.82,0.4341,8,0,0,0,0,0.6364,1
54,3652.01,0.7617,8,0,1,0,0,0.537,1
53,2871.83,0.2943,6,0,0,0,1,0.4596,1
30,2531.56,0.331,5,0,0,0,0,0.1855,1
51,4739.57,0.3036,7,1,0,0,1,0.1975,0
24,2136.59,0.6962,12,2,0,0,0,0.0311,1
29,2575.65,0.4726,2,4,0,0,0,0.5978,1
50,2613.05,0.2609,5,0,0,0,0,0.0406,0
57,3055.36,0.1338,6,2,0,0,0,0.3623,1
59,2672.78,0.3669,8,1,0,0,0,0.767,0
78,6073.49,0.1952,5,1,0,0,0,0.6482,1
71,4283.98,0.1775,4,1,0,0,0,0.1657,0
43,4609.26,0.2901,8,0,0,0,0,0.2067,0
67,5251.98,0.4513,8,1,0,0,0,0.4822,0
26,3443.15,0.0255,9,0,0,0,1,0.2592,1
71,1973.99,0.1769,6,1,1,0,1,0.099,0
43,10754.76,0.2743,7,0,1,0,0,0.3387,0
65,6351.97,0.1232,5,0,0,0,0,0.1029,0
78,9582.52,0.3316,6,0,0,1,0,0.3683,0
62,6773.16,0.1192,7,0,0,0,0,0.3721,1
75,2762.18,0.3632,10,1,1,0,0,0.3513,0
21,889.99,0.3921,4,0,0,0,0,0.3366,1
31,1741.57,0.5843,4,1,1,0,0,0.3356,1
57,5334.3,0.2017,9,1,0,0,0,0.064,0
52,3425.32,0.1378,6,2,0,0,0,0.5152,0
28,2830.16,0.1899,5,1,0,0,0,0.0572,1
63,814.58,0.5613,5,2,0,0,1,0.2548,1
24,3612.39,0.3692,10,0,0,0,1,0.4897,0
79,1902.52,0.3587,8,0,0,0,0,0.2443,0
30,2357.53,0.0408,5,2,0,0,0,0.1439,0
47,6063.62,0.397,3,2,1,0,0,0.5638,0
69,1963.56,0.4375,6,2,0,1,1,0.2578,0
51,2079.3,0.2687,9,1,1,0,1,0.1654,1
64,4069.8,0.6152,7,1,0,1,0,0.4158,1
62,6145.14,0.2925,8,2,0,0,0,0.3236,0
76,2859.43,0.2672,3,2,1,0,0,0.3114,1
48,8780.86,0.2203,3,1,0,0,0,0.2758,0
78,1690.53,0.3114,5,2,0,0,1,0.379,1
51,1521.67,0.2731,4,2,0,0,1,0.3324,1
73,1445.81,0.2313,3,0,0,0,0,0.0518,1
64,1351.12,0.5559,7,2,0,0,1,0.157,1
28,4455.66,0.4979,3,0,1,0,0,0.7365,1
58,2025.0,0.55,8,2,1,0,1,0.0864,1
72,1562.25,0.2998,7,2,0,0,0,0.119,0
28,4572.79,0.0658,3,1,1,0,0,0.8311,1
70,5969.21,0.5665,3,1,0,0,0,0.2786,1
27,6839.81,0.0894,7,2,0,0,0,0.4296,0
72,6155.93,0.4225,6,1,0,0,0,0.5033,0
67,2098.84,0.1206,7,2,0,0,0,0.1621,0
29,4296.92,0.535,6,0,0,0,0,0.6459,1
63,4905.55,0.2934,6,1,0,1,1,0.4381,0
27,2738.24,0.2332,12,1,1,0,0,0.2241,0
54,4019.25,0.1104,8,2,0,0,0,0.1473,0
75,1718.19,0.3051,5,2,0,0,0,0.0474,1
33,2498.49,0.2953,5,2,0,0,0,0.4319,0
31,4550.86,0.1349,4,0,0,0,0,0.7242,0
45,8995.91,0.3695,5,1,0,0,0,0.3876,0
42,7265.29,0.3159,5,0,1,0,0,0.6509,1
23,5412.76,0.4069,3,3,0,0,0,0.1409,0
47,3819.29,0.2662,3,0,0,0,0,0.4815,0
36,3480.26,0.3146,3,1,1,0,0,0.4016,0
28,1527.58,0.3455,6,1,0,0,0,0.5637,1
37,2205.47,0.0991,7,1,0,1,0,0.2196,1
22,2249.1,0.3264,3,1,1,1,0,0.1306,0
74,5140.24,0.3841,11,0,0,0,0,0.2484,0
79,6418.69,0.4659,7,1,1,0,0,0.106,1
42,5664.33,0.2233,11,0,0,0,0,0.5142,0
72,7402.7,0.388,9,1,0,0,0,0.3531,1
48,3802.27,0.5703,7,1,2,0,0,0.6226,1
74,2018.77,0.0839,6,1,0,0,0,0.7696,1
31,3533.49,0.2586,5,3,1,0,0,0.5398,1
37,2356.89,0.2575,7,2,0,0,0,0.3494,0
64,5403.03,0.1399,11,1,0,0,0,0.1839,1
33,2935.25,0.2767,9,2,0,0,0,0.0083,0
69,3431.94,0.3923,4,3,0,1,0,0.2418,1
46,5520.22,0.1778,9,0,0,0,0,0.4284,1
44,2334.01,0.39,9,1,1,0,1,0.2192,1
47,6492.39,0.3976,7,1,0,1,0,0.0178,1
68,1622.04,0.5086,3,1,0,0,0,0.2537,0
21,4376.18,0.2562,9,2,0,0,2,0.0745,0
65,3447.69,0.6321,3,0,1,0,0,0.7136,0
66,5981.37,0.0912,4,3,2,0,0,0.2004,0
69,1596.19,0.2893,5,0,0,0,0,0.1989,0
79,1453.2,0.1819,10,0,0,0,0,0.1565,0
67,5710.3,0.4585,8,0,1,1,0,0.7692,1
52,2879.72,0.029,9,0,0,0,0,0.0477,0
48,3447.89,0.4788,6,0,0,0,0,0.7219,1
43,2450.75,0.1963,5,1,0,0,0,0.5589,1
69,6296.1,0.1725,4,1,1,1,1,0.3812,1
44,4356.96,0.6013,6,0,0,0,0,0.6137,1
54,4206.55,0.5239,7,2,0,0,0,0.1215,0
26,1804.84,0.1403,7,2,0,0,0,0.3455,0
39,4919.21,0.3644,4,0,0,0,0,0.2627,0
36,2007.55,0.1439,10,0,1,0,0,0.2386,0
46,2452.51,0.2609,2,0,1,0,0,0.7552,1
50,1604.86,0.2824,5,0,0,0,0,0.6959,0
63,3314.54,0.2328,5,2,0,0,0,0.5417,0
46,6895.91,0.1726,2,0,0,1,0,0.6377,1
29,4171.44,0.5956,13,1,0,0,0,0.5497,1
53,2793.1,0.2871,9,2,0,0,0,0.354,0
24,3887.37,0.2929,4,0,0,0,0,0.3505,1
71,3874.49,0.2627,7,0,0,0,0,0.8398,0
66,3788.18,0.1408,2,0,0,0,0,0.2364,0
34,4049.71,0.2807,3,0,0,0,1,0.1421,0
36,1950.82,0.1097,8,1,0,0,0,0.525,1
22,3881.29,0.4318,5,0,0,0,0,0.1328,1
42,1270.1,0.1852,4,1,0,0,0,0.0327,0
23,5142.91,0.5751,7,2,0,0,0,0.0331,0
76,1878.73,0.2717,3,0,0,0,0,0.2463,0
28,7380.22,0.2164,6,1,0,0,0,0.338,0
59,839.54,0.1262,7,2,0,0,0,0.0332,0
54,9943.31,0.3265,7,2,0,1,0,0.0992,0
34,1361.67,0.498,10,2,0,0,0,0.0959,0
68,1772.31,0.2365,8,1,0,0,0,0.1748,0
27,4356.54,0.7598,4,1,2,0,1,0.5355,1
73,5277.61,0.1365,7,2,0,1,1,0.1894,0
64,3071.65,0.0544,7,1,0,1,0,0.4634,1
58,6220.24,0.0869,8,2,0,0,0,0.1437,1
72,2257.62,0.5585,3,4,0,0,0,0.2407,1
44,2864.6,0.677,5,4,0,0,0,0.5576,0
37,3037.39,0.2602,7,0,0,0,0,0.0302,0
30,2635.85,0.5255,11,1,1,1,0,0.0504,1
75,1140.81,0.3074,4,0,0,2,0,0.0992,1
44,3587.46,0.6224,8,1,0,0,0,0.7485,1
69,3398.18,0.6019,2,2,2,0,0,0.5268,1
40,6952.87,0.3121,8,1,0,0,0,0.4314,1
77,1683.17,0.1401,7,1,0,1,0,0.291,0
72,2480.85,0.6917,3,2,0,0,1,0.3296,0
39,7495.77,0.3261,2,0,1,0,0,0.2044,1
49,4341.49,0.4472,3,1,1,0,1,0.4035,1
67,5062.56,0.0434,4,0,0,0,0,0.1858,1
34,4779.35,0.1585,6,0,1,0,0,0.1436,0
22,4792.1,0.1281,3,0,1,0,1,0.5326,0
38,10857.7,0.0281,5,1,0,1,0,0.48,1
55,3846.52,0.1687,6,0,0,1,0,0.2912,1
29,1984.64,0.092,8,0,1,0,0,0.1248,0
40,5341.59,0.2392,8,0,1,0,0,0.3196,0
75,2591.7,0.5971,6,4,0,0,0,0.1513,0
25,3408.53,0.1011,7,0,0,0,0,0.1713,0
23,4546.48,0.1807,9,0,0,0,0,0.2021,1
46,2224.28,0.1216,11,2,1,0,0,0.6038,0
21,2680.67,0.148,8,3,0,0,0,0.2793,1
22,4844.06,0.0522,9,0,0,0,0,0.279,1
31,2619.69,0.288,5,4,0,0,0,0.6704,0
27,6529.14,0.3363,8,0,0,0,0,0.0423,0
68,2014.86,0.4983,7,2,1,0,0,0.554,0
28,2010.79,0.1139,6,2,0,0,0,0.5049,1
51,11425.85,0.3407,5,1,0,1,0,0.5523,0
62,1453.7,0.0739,7,1,1,0,0,0.4179,0
57,3583.05,0.2836,8,0,0,0,1,0.5721,0
59,11057.79,0.154,7,1,0,0,0,0.1498,0
42,3579.02,0.0892,7,0,1,0,1,0.0648,0
73,8168.68,0.0858,5,1,0,1,0,0.3777,0
25,5385.6,0.0673,6,0,0,0,0,0.143,1
27,3625.25,0.5821,7,3,0,0,0,0.501,1
71,3366.45,0.3469,9,2,0,0,0,0.4246,1
25,1020.87,0.0337,2,0,0,0,0,0.1479,0
32,3006.5,0.2531,13,2,0,0,0,0.3951,1
31,4185.29,0.2174,4,0,0,1,0,0.4584,0
22,4183.89,0.215,6,0,0,0,0,0.4266,0
27,15986.75,0.4626,8,3,0,0,0,0.264,1
54,4309.49,0.3089,3,4,0,1,0,0.577,1
60,5313.93,0.1032,8,0,0,0,0,0.4168,1
25,7324.48,0.2048,3,0,0,0,1,0.7491,1
76,5035.66,0.1327,3,2,0,0,0,0.378,1
26,3457.74,0.6138,4,0,0,0,0,0.1396,0
61,3467.84,0.1385,3,2,0,0,0,0.303,0
68,2950.14,0.2939,4,3,0,1,0,0.0902,1
51,4752.98,0.7884,13,0,1,0,0,0.379,1
50,3287.25,0.1737,7,1,0,1,0,0.4413,0
27,5297.35,0.2639,6,0,0,0,0,0.3756,0
35,1987.33,0.253,4,3,1,0,0,0.5822,0
71,3976.31,0.1583,6,1,2,0,0,0.1835,0
41,9239.48,0.3862,5,1,1,0,0,0.1563,0
23,3181.87,0.2177,4,1,1,0,0,0.3476,0
64,11001.65,0.6784,5,0,1,0,0,0.6827,1
61,4016.65,0.2832,8,1,0,0,0,0.2525,1
24,3519.57,0.143,8,2,0,0,0,0.1805,0
24,3904.84,0.2948,7,0,0,0,0,0.5662,1
27,3020.4,0.0716,8,0,0,0,0,0.376,0
24,1109.5,0.4991,11,0,0,0,0,0.051,0
57,6174.02,0.1876,5,2,1,0,0,0.5203,1
28,13570.15,0.247,8,1,0,0,0,0.1054,0
56,4857.39,0.4207,8,2,0,0,0,0.5724,0
31,5038.14,0.3186,9,2,0,0,0,0.1638,1
78,3263.14,0.272,4,3,0,0,0,0.5974,1
63,7293.02,0.2669,6,0,0,0,0,0.2519,0
43,3556.16,0.123,5,0,0,0,0,0.6968,0
46,4274.11,0.6434,6,0,0,0,0,0.3453,1
24,1423.49,0.3378,4,4,0,0,0,0.2607,0
24,2650.21,0.1183,6,0,0,0,0,0.5205,1
52,4538.77,0.2035,10,1,0,0,0,0.3994,0
22,6274.99,0.5706,3,1,1,0,0,0.1049,0
58,6380.26,0.4612,9,1,0,0,0,0.7173,0
43,1411.62,0.1034,9,0,0,0,0,0.3504,0
29,1500.17,0.1336,4,0,1,0,0,0.3054,1
52,5169.25,0.1363,6,1,1,0,0,0.2117,0
53,2326.02,0.2975,5,0,0,0,0,0.1924,1
65,6227.66,0.1344,7,1,0,0,1,0.2586,0
32,1369.09,0.3714,4,2,0,0,0,0.2161,1
53,3432.19,0.1418,9,3,1,0,0,0.3183,1
70,3566.92,0.1584,4,3,0,0,0,0.0575,0
36,4857.51,0.3054,9,1,0,0,0,0.5151,0
70,1961.18,0.302,5,1,0,0,1,0.3505,1
63,1118.72,0.1856,5,1,0,0,0,0.2535,1
46,4035.01,0.2642,6,1,0,1,0,0.0911,0
73,4993.33,0.096,7,2,0,0,0,0.6355,0
78,6663.99,0.1151,9,2,1,0,0,0.4629,0
34,2936.19,0.2918,7,1,0,0,0,0.661,0
78,5798.82,0.3393,5,1,0,0,0,0.333,1
21,4873.0,0.2198,9,1,0,0,0,0.7509,1
28,8050.13,0.3076,8,4,0,1,0,0.149,0
23,3521.94,0.6958,4,1,1,0,0,0.1181,0
42,1289.57,0.3769,4,2,0,0,0,0.1881,1
76,3496.1,0.1196,6,1,0,0,0,0.4599,0
56,3839.4,0.1142,5,0,1,0,0,0.5357,1
57,4968.72,0.2951,9,1,1,0,0,0.3432,1
26,1451.55,0.4079,10,1,0,1,0,0.2202,0
51,3019.28,0.2005,4,0,0,0,1,0.0351,0
43,6129.46,0.4398,8,0,1,0,0,0.709,1
49,3420.52,0.3764,9,0,0,0,0,0.232,1
36,3030.73,0.6931,7,0,0,0,0,0.1186,1
32,11427.7,0.1393,4,2,2,0,0,0.1623,1
77,1916.0,0.1076,5,3,1,0,0,0.5282,1
53,7630.38,0.2937,9,0,0,1,0,0.5302,0
45,6719.37,0.5925,10,1,0,0,1,0.2521,1
25,3180.84,0.2435,5,0,0,1,0,0.1282,1
65,3569.8,0.2366,7,2,0,0,0,0.2959,0
48,3562.17,0.1568,4,1,0,1,0,0.1438,1
43,4060.94,0.4836,16,0,1,0,0,0.4595,1
60,2548.54,0.1816,9,0,0,0,0,0.4027,0
28,2816.11,0.3806,4,1,1,0,0,0.0142,1
52,2942.06,0.5086,5,0,0,0,0,0.3783,1
71,2998.96,0.3394,8,0,1,0,0,0.6251,1
48,3021.61,0.2029,5,2,0,0,0,0.3263,1
21,949.09,0.4932,6,1,0,0,0,0.1966,0
34,3860.64,0.4488,4,0,0,0,0,0.5404,1
24,2653.19,0.2276,6,1,0,1,1,0.2357,0
50,1187.87,0.0688,9,2,1,0,0,0.223,1
42,2951.21,0.2906,11,1,1,0,0,0.3664,1
28,2896.98,0.1738,3,1,1,0,0,0.5686,1
61,7825.53,0.3208,3,0,1,0,0,0.3996,0
31,2634.54,0.2637,13,2,1,0,0,0.4781,1
41,5435.32,0.4263,7,2,0,0,0,0.1782,1
79,8347.25,0.1511,6,0,0,0,0,0.0333,0
24,2497.78,0.1524,4,1,1,0,0,0.2599,1
35,3538.65,0.2678,5,1,1,0,0,0.5932,0
39,10272.39,0.2256,1,2,0,0,0,0.6335,0
51,4177.16,0.3081,10,1,0,0,0,0.3466,1
35,4556.23,0.2382,2,2,0,0,0,0.2529,1
78,2851.63,0.4928,7,2,1,0,0,0.1892,0
21,5498.5,0.0627,7,1,0,0,0,0.2133,1
76,3555.37,0.3649,4,1,0,0,0,0.1037,1
52,1212.86,0.3423,2,1,0,0,0,0.4421,1
23,2942.05,0.3617,8,3,0,1,0,0.2398,0
27,1790.22,0.2541,6,0,0,0,0,0.2325,0
27,3894.59,0.3439,7,1,0,0,0,0.2628,1
37,2100.43,0.4222,11,0,0,0,2,0.1121,1
40,4850.69,0.1404,7,0,0,0,0,0.8845,1
58,3740.06,0.3559,3,2,1,1,0,0.1621,1
39,1721.92,0.2254,8,0,0,0,0,0.1257,0
63,2709.39,0.3658,4,1,1,0,0,0.2375,1
38,5283.47,0.4437,4,2,1,0,0,0.6733,1
36,7250.28,0.3409,7,3,0,0,0,0.3466,0
37,2118.68,0.3072,3,1,0,0,0,0.0231,0
40,1884.72,0.2493,6,2,0,0,1,0.3735,0
70,11738.05,0.1585,3,3,1,0,0,0.2672,1
35,3619.67,0.5315,7,1,0,0,0,0.3294,0
37,3846.36,0.6234,3,5,0,1,0,0.4331,0
77,2336.4,0.0822,3,1,0,0,0,0.1524,0
59,4142.82,0.1249,8,1,0,0,0,0.1558,0
32,10188.93,0.3765,7,1,0,0,0,0.4415,0
72,4241.27,0.1587,8,1,1,0,0,0.1483,1
31,6897.94,0.3462,5,1,0,0,1,0.4683,1
30,3704.82,0.4403,7,3,0,0,0,0.1389,1
47,1967.5,0.0745,8,1,1,1,0,0.1462,1
61,2416.46,0.6854,4,1,1,0,1,0.2167,1
32,1861.84,0.3527,8,1,0,0,1,0.1959,0
