customer_id,age,annual_income,balance,spending_score,tenure_years,num_products,true_segment
C102342,18,3232.17,2744.4,33.6,1.5,2,Occasionnel
C102343,52,6299.32,13080.32,49.8,9.8,2,Fidele
C102344,24,4677.26,5093.6,19.1,2.5,2,Occasionnel
C102345,39,14354.59,68122.09,66.7,11.6,4,Premium
C102346,22,1928.14,-3113.77,20.7,2.6,1,Risque
C102347,29,4029.19,659.7,45.9,4.0,1,Occasionnel
C102348,43,13074.24,59922.75,78.0,15.9,5,Premium
C102349,36,15723.84,52630.17,67.4,10.6,2,Premium
C102350,48,13016.7,109464.49,61.5,8.4,2,Premium
C102351,33,2205.37,1080.25,6.8,0.0,2,Risque
C102352,43,12646.23,30748.76,80.4,11.3,1,Fidele
C102353,27,4699.55,4782.97,46.5,0.6,1,Occasionnel
C102354,30,4562.36,35399.49,46.8,4.0,2,Fidele
C102355,27,3569.14,2890.51,15.2,1.6,2,Occasionnel
C102356,42,5944.49,14977.17,53.3,9.3,1,Fidele
C102357,39,6794.9,2132.53,40.0,0.6,1,Occasionnel
C102358,21,4237.05,-946.78,45.9,0.0,1,Risque
C102359,54,8802.72,31898.41,44.1,1.7,1,Fidele
C102360,47,2995.39,5195.61,24.7,1.2,1,Occasionnel
C102361,38,6504.5,64436.51,69.1,10.9,5,Premium
C102362,46,8505.44,942.94,46.7,7.5,2,Fidele
C102363,33,1275.72,-381.18,26.5,1.2,1,Risque
C102364,27,8037.36,1394.66,30.8,1.7,1,Occasionnel
C102365,19,5862.89,7571.35,52.9,1.3,2,Occasionnel
C102366,49,7974.78,28608.9,71.1,12.4,3,Fidele
C102367,34,8350.64,13137.9,60.7,3.7,3,Fidele
C102368,38,2832.89,27808.58,67.3,3.2,3,Fidele
C102369,28,5248.17,2646.72,19.9,2.5,1,Occasionnel
C102370,39,10178.6,12309.79,39.2,8.7,2,Fidele
C102371,39,6592.22,19452.1,62.9,12.2,3,Fidele
C102372,54,9491.79,13519.08,43.3,9.0,2,Fidele
C102373,18,2932.95,18288.95,39.0,2.3,1,Fidele
C102374,40,7513.14,34639.39,57.9,3.0,1,Fidele
C102375,43,18688.99,109604.6,95.1,5.5,4,Premium
C102376,40,3478.22,-2409.35,20.5,0.6,1,Risque
C102377,32,2439.28,3299.68,43.9,2.2,4,Occasionnel
C102378,53,15972.07,90501.44,77.3,15.2,4,Premium
C102379,30,5364.52,6085.81,36.9,2.3,1,Occasionnel
C102380,35,4905.91,3351.86,27.1,1.7,1,Occasionnel
C102381,39,5873.0,19136.5,57.7,8.3,1,Fidele
C102382,24,8144.24,36882.41,55.6,4.5,3,Fidele
C102383,38,13744.23,86598.06,82.2,10.7,3,Premium
C102384,53,11135.26,73862.63,74.9,7.3,4,Premium
C102385,48,820.58,5377.74,35.5,1.8,1,Occasionnel
C102386,31,4026.56,2634.81,38.4,0.5,2,Risque
C102387,53,9120.57,93213.46,62.1,9.3,3,Premium
C102388,18,1893.1,-906.32,33.7,1.6,2,Occasionnel
C102389,56,15895.57,79690.58,89.4,7.9,5,Premium
C102390,26,4536.44,2114.81,12.6,1.8,1,Occasionnel
C102391,42,3800.05,3793.47,20.9,2.4,1,Occasionnel
C102392,48,7634.14,16913.5,63.6,8.4,3,Fidele
C102393,46,21453.76,72615.73,58.3,15.2,7,Premium
C102394,26,3225.28,5162.84,14.3,0.1,2,Occasionnel
C102395,31,1884.89,-4211.32,9.3,1.3,1,Risque
C102396,31,7732.1,31934.12,65.5,8.6,1,Fidele
C102397,36,4882.12,6994.46,72.6,6.5,2,Fidele
C102398,77,15812.67,93920.1,74.5,9.2,4,Premium
C102399,36,5618.42,4539.39,25.9,2.3,1,Occasionnel
C102400,35,2674.33,4352.06,50.2,1.1,2,Occasionnel
C102401,40,3317.14,5122.12,38.7,1.7,1,Occasionnel
C102402,45,3029.46,3950.04,8.5,0.4,1,Occasionnel
C102403,36,2811.87,1732.17,28.7,1.3,1,Risque
C102404,33,4765.25,-1286.37,25.9,1.6,2,Occasionnel
C102405,62,6886.06,17707.93,40.7,13.4,2,Fidele
C102406,18,1420.81,5884.41,33.5,2.3,1,Occasionnel
C102407,52,6639.67,15711.12,73.0,9.8,2,Fidele
C102408,47,7990.62,32301.64,77.6,11.6,1,Fidele
C102409,44,3191.12,137.74,14.4,0.0,2,Risque
C102410,24,3253.49,1324.67,41.2,2.5,1,Occasionnel
C102411,27,2993.21,-3357.94,24.0,0.4,1,Risque
C102412,45,8978.59,21481.99,50.6,10.8,3,Fidele
C102413,47,1415.85,3627.25,20.2,0.8,1,Occasionnel
C102414,38,7300.95,3295.33,35.0,7.5,2,Fidele
C102415,56,9468.95,77120.56,79.5,10.6,3,Premium
C102416,64,4447.66,9518.96,38.4,7.4,2,Fidele
C102417,19,3530.69,3362.01,11.4,2.4,1,Occasionnel
C102418,48,15900.47,64033.3,82.3,12.3,1,Premium
C102419,33,2598.57,2554.6,24.2,1.0,1,Risque
C102420,36,14786.63,91996.54,72.7,7.0,2,Premium
C102421,50,7215.16,11898.7,49.5,7.1,2,Fidele
C102422,34,5084.57,3094.66,29.2,3.1,1,Occasionnel
C102423,44,18456.17,78720.29,61.6,10.8,6,Premium
C102424,42,1685.41,270.65,0.0,1.2,1,Risque
C102425,18,5111.34,787.92,38.5,1.5,1,Occasionnel
C102426,59,17426.93,89778.2,72.0,11.1,3,Premium
C102427,19,2908.6,-877.39,33.5,2.0,1,Occasionnel
C102428,37,4799.98,995.24,16.7,0.0,2,Occasionnel
C102429,30,3722.25,4652.48,56.3,1.1,1,Occasionnel
C102430,27,6041.63,106.76,28.5,2.3,1,Occasionnel
C102431,23,3805.06,1239.44,32.9,3.0,2,Occasionnel
C102432,18,500.0,3836.09,20.1,1.4,1,Occasionnel
C102433,31,12222.15,27472.4,79.2,10.0,1,Fidele
C102434,36,5342.02,945.15,46.6,4.7,2,Occasionnel
C102435,34,3294.95,-4037.47,5.7,1.5,1,Risque
C102436,28,3311.35,1913.9,38.6,2.3,3,Occasionnel
C102437,18,3588.7,3163.64,34.7,0.7,1,Occasionnel
C102438,23,10292.01,26440.06,55.2,6.0,2,Fidele
C102439,30,4503.89,3565.29,12.7,3.3,1,Occasionnel
C102440,18,2050.65,-1133.68,35.9,0.4,1,Risque
C102441,47,1051.2,17596.8,47.6,13.2,3,Fidele
C102442,39,7126.69,15611.92,46.8,5.8,3,Fidele
C102443,35,1862.94,905.55,46.4,0.7,2,Occasionnel
C102444,23,8864.24,25731.11,39.1,8.6,1,Fidele
C102445,28,4111.98,3281.89,41.4,2.3,1,Occasionnel
C102446,62,3056.71,70922.8,72.5,3.8,4,Premium
C102447,45,6635.35,10963.82,65.5,7.3,1,Fidele
C102448,31,4801.75,3797.71,45.2,1.1,2,Occasionnel
C102449,30,4546.1,453.6,30.6,0.6,2,Occasionnel
C102450,24,3101.6,3429.69,28.9,3.0,3,Occasionnel
C102451,30,5487.9,1566.83,27.3,1.7,2,Occasionnel
C102452,36,2503.76,3247.83,64.2,3.7,3,Occasionnel
C102453,38,3061.72,4446.16,21.9,1.0,1,Occasionnel
C102454,36,3796.0,2647.48,12.2,0.4,1,Occasionnel
C102455,25,4443.2,4826.83,24.4,1.5,1,Occasionnel
C102456,35,3513.19,4581.63,22.0,4.9,2,Occasionnel
C102457,60,17180.97,55817.57,72.3,11.0,5,Premium
C102458,37,6079.82,23661.35,53.9,6.6,2,Fidele
C102459,34,5842.88,4815.66,48.9,2.8,2,Occasionnel
C102460,22,2534.38,301.77,17.5,1.3,1,Risque
C102461,24,4442.93,3806.22,9.7,2.6,1,Occasionnel
C102462,53,10986.08,114701.48,89.7,9.8,5,Premium
C102463,26,4113.49,5201.53,21.6,2.6,3,Occasionnel
C102464,46,6466.07,22980.14,80.2,14.5,3,Fidele
C102465,35,4390.2,3770.19,32.9,1.5,1,Occasionnel
C102466,41,5099.36,-334.52,49.0,4.7,1,Occasionnel
C102467,18,4361.16,1415.86,40.7,2.5,1,Occasionnel
C102468,43,1285.72,2577.49,54.3,2.4,1,Occasionnel
C102469,45,8104.38,17803.28,62.5,6.7,2,Fidele
C102470,33,4703.06,23181.42,65.0,7.1,3,Fidele
C102471,35,2710.98,2069.86,40.0,2.0,1,Risque
C102472,39,5634.26,2825.55,35.2,3.0,1,Occasionnel
C102473,32,4179.51,3715.48,26.9,0.7,3,Occasionnel
C102474,48,9377.38,20816.75,52.1,6.0,1,Fidele
C102475,32,9313.09,110932.23,67.9,10.5,4,Premium
C102476,50,14246.11,97675.7,83.0,10.1,4,Premium
C102477,34,6888.01,23979.36,41.9,8.1,1,Fidele
C102478,35,5129.95,9327.18,44.5,7.7,1,Fidele
C102479,24,3527.19,-1113.87,33.1,1.0,1,Risque
C102480,28,5027.28,1386.1,42.8,1.1,1,Occasionnel
C102481,34,9248.7,24916.02,38.6,4.6,2,Fidele
C102482,33,16643.88,72243.79,81.6,11.0,4,Premium
C102483,54,3909.74,28212.81,65.9,6.7,1,Fidele
C102484,33,3391.08,7017.42,9.5,1.8,2,Occasionnel
C102485,37,5889.58,22567.61,50.4,9.8,3,Fidele
C102486,25,1259.93,2795.08,4.4,3.0,1,Occasionnel
C102487,29,581.64,2984.62,44.6,0.7,1,Occasionnel
C102488,30,8437.06,73993.64,89.6,15.3,3,Premium
C102489,18,2583.45,1658.5,33.2,1.9,1,Occasionnel
C102490,41,4813.53,-4470.37,17.8,0.9,1,Risque
C102491,56,5856.65,24809.73,66.4,11.1,4,Fidele
C102492,47,17818.31,107646.55,78.7,5.3,3,Premium
C102493,45,1614.66,1688.53,16.9,0.8,2,Risque
C102494,23,2563.09,247.3,36.5,0.4,2,Risque
C102495,18,4775.94,993.25,44.5,1.8,2,Occasionnel
C102496,49,5946.84,2747.39,17.2,0.4,1,Occasionnel
C102497,61,11287.88,19120.65,56.6,8.1,2,Fidele
C102498,31,4452.96,3055.1,49.3,1.5,2,Occasionnel
C102499,31,5629.96,27130.66,51.5,8.2,1,Fidele
C102500,50,18053.36,72923.4,87.9,8.6,4,Premium
C102501,32,2421.66,2826.19,40.1,2.5,1,Occasionnel
C102502,19,718.7,-3848.83,41.0,0.1,1,Risque
C102503,30,2823.81,6310.31,29.5,0.5,1,Occasionnel
C102504,18,2690.07,20521.98,41.0,6.9,2,Fidele
C102505,54,15187.9,67348.88,78.3,12.7,4,Premium
C102506,25,4277.73,14.04,17.1,0.7,1,Risque
C102507,24,2552.62,172.85,35.4,1.5,2,Risque
C102508,23,6041.17,2747.38,33.1,3.4,1,Occasionnel
C102509,28,2033.83,2828.14,35.2,2.5,1,Occasionnel
C102510,53,5836.37,10816.47,58.6,6.5,4,Fidele
C102511,36,7911.1,26561.73,52.4,5.2,2,Fidele
C102512,50,11529.51,117444.69,84.3,11.9,6,Premium
C102513,50,11082.49,79046.45,65.0,11.8,4,Premium
C102514,30,8568.17,6926.83,65.8,3.3,3,Fidele
C102515,31,7152.66,4630.59,17.1,2.3,1,Occasionnel
C102516,35,19103.73,115368.51,53.6,21.0,5,Premium
C102517,33,11553.08,22262.24,46.4,5.9,2,Fidele
C102518,28,6814.06,2657.87,24.2,2.0,1,Occasionnel
C102519,35,9813.8,16926.22,62.4,10.7,1,Fidele
C102520,56,7375.85,16414.99,74.7,6.7,2,Fidele
C102521,24,7202.08,4078.68,35.0,0.9,2,Occasionnel
C102522,42,5217.17,21375.91,58.3,7.0,1,Fidele
C102523,34,4571.05,441.91,23.6,1.4,1,Occasionnel
C102524,42,2140.39,-987.07,30.3,0.1,2,Risque
C102525,55,10248.05,14325.69,64.4,6.9,4,Fidele
C102526,19,2562.67,-1740.92,32.0,0.9,1,Risque
C102527,35,2623.32,-1414.6,21.0,0.8,1,Risque
C102528,32,3487.71,457.71,8.0,2.4,1,Occasionnel
C102529,33,4534.52,3244.12,34.4,1.3,2,Occasionnel
C102530,36,5362.88,2536.76,42.5,2.2,2,Occasionnel
C102531,29,3023.84,1381.95,46.0,1.1,1,Occasionnel
C102532,29,2348.2,3243.7,38.0,2.5,1,Occasionnel
C102533,44,8955.11,52032.16,83.8,12.5,3,Premium
C102534,40,1621.79,-988.03,13.3,2.8,1,Risque
C102535,42,3574.1,3418.2,42.3,2.5,1,Occasionnel
C102536,22,2841.54,1580.21,44.8,0.4,1,Occasionnel
C102537,46,6262.87,24097.65,61.9,11.7,2,Fidele
C102538,30,19257.88,90363.7,84.3,14.5,5,Premium
C102539,18,5861.33,1962.41,31.2,2.1,1,Occasionnel
C102540,34,3075.36,3433.23,0.0,0.5,1,Occasionnel
C102541,36,5683.69,20454.37,77.8,5.2,3,Fidele
C102542,35,6165.85,15061.65,59.5,8.8,2,Fidele
C102543,47,4495.42,30705.44,63.4,7.8,1,Fidele
C102544,25,4143.46,957.84,47.4,0.1,2,Occasionnel
C102545,50,6069.96,21638.26,54.6,8.2,3,Fidele
C102546,35,3925.56,32.08,9.5,1.7,1,Risque
C102547,52,6533.78,25046.41,45.7,8.7,1,Fidele
C102548,37,8461.31,31332.71,40.5,8.2,2,Fidele
C102549,42,6223.82,31201.43,70.2,10.4,2,Fidele
C102550,21,5474.56,1791.93,16.6,1.4,1,Occasionnel
C102551,47,4465.08,24638.28,42.9,7.9,2,Fidele
C102552,37,5919.76,4067.87,13.0,4.8,2,Occasionnel
C102553,32,3273.69,682.54,7.0,1.7,2,Risque
C102554,35,3792.46,17578.73,64.0,13.2,1,Fidele
C102555,29,4312.84,2952.33,13.4,2.8,1,Occasionnel
C102556,25,14339.2,121421.65,84.8,8.8,3,Premium
C102557,26,7419.14,8562.37,60.0,8.1,2,Fidele
C102558,30,7145.25,21653.53,66.0,2.9,1,Fidele
C102559,52,14616.66,80595.01,74.8,6.0,4,Premium
C102560,20,4576.44,2045.59,67.3,3.4,1,Occasionnel
C102561,45,2474.51,1193.86,36.6,2.6,2,Occasionnel
C102562,18,5534.58,973.58,14.4,2.2,1,Occasionnel
C102563,29,5895.28,2736.49,19.7,2.9,1,Occasionnel
C102564,18,1194.47,7051.63,30.0,1.4,1,Occasionnel
C102565,37,5891.37,28756.67,48.8,9.9,3,Fidele
C102566,37,8167.65,74719.91,94.9,8.7,5,Premium
C102567,54,14413.13,56644.96,75.4,12.8,4,Premium
C102568,32,6644.42,4131.57,38.1,2.5,1,Occasionnel
C102569,27,3441.0,-3721.75,39.1,1.9,2,Risque
C102570,56,17454.34,101646.86,84.2,11.6,6,Premium
C102571,25,2949.01,334.27,34.2,3.2,1,Occasionnel
C102572,37,4891.95,4414.43,16.1,2.7,1,Occasionnel
C102573,30,4116.34,1482.23,34.8,3.2,1,Occasionnel
C102574,41,3909.44,2990.29,20.8,2.2,1,Occasionnel
C102575,27,3690.22,1822.28,45.7,3.7,2,Occasionnel
C102576,18,2511.16,7045.51,30.8,1.8,1,Occasionnel
C102577,45,1683.99,-116.04,20.1,0.5,1,Risque
C102578,39,9654.36,64597.44,85.9,11.6,5,Premium
C102579,26,1619.06,231.92,8.6,2.4,1,Risque
C102580,51,16994.54,78103.83,97.2,9.1,5,Premium
C102581,32,4785.74,731.78,18.6,4.1,1,Occasionnel
C102582,38,15356.05,55309.95,76.8,8.5,5,Premium
C102583,48,6065.09,22834.52,45.5,9.2,3,Fidele
C102584,27,12424.98,111137.89,73.5,9.3,6,Premium
C102585,55,7776.97,-7556.67,59.5,8.1,2,Fidele
C102586,24,9781.09,26960.5,51.5,7.2,1,Fidele
C102587,33,5439.71,27451.99,40.2,1.7,4,Fidele
C102588,36,7177.81,17590.22,78.3,2.2,1,Fidele
C102589,50,8916.54,27906.89,45.5,12.9,1,Fidele
C102590,28,3570.93,3627.22,40.3,2.6,2,Occasionnel
C102591,37,2363.74,-246.29,30.0,1.2,2,Risque
C102592,18,2035.87,1629.35,35.7,1.6,2,Occasionnel
C102593,46,18418.69,103097.71,65.0,12.9,3,Premium
C102594,34,5447.77,25023.72,43.1,6.2,2,Fidele
C102595,27,3459.95,-1107.28,15.2,1.0,1,Risque
C102596,40,6190.97,79368.31,95.5,13.4,5,Premium
C102597,35,6968.74,14515.95,52.1,10.9,2,Fidele
C102598,18,3102.03,1629.72,13.5,0.0,2,Risque
C102599,26,1566.78,1516.6,40.7,0.6,1,Risque
C102600,23,6924.01,30170.41,70.0,3.2,3,Fidele
C102601,22,2447.49,4477.66,22.9,0.8,1,Occasionnel
C102602,46,4377.41,9860.18,29.0,4.9,3,Fidele
C102603,24,2061.33,3586.91,41.0,1.2,1,Occasionnel
C102604,41,16386.72,56917.02,84.2,6.0,3,Premium
C102605,65,21477.74,110718.14,84.5,13.0,3,Premium
C102606,42,3213.11,5509.11,39.4,1.0,1,Occasionnel
C102607,38,7337.0,19542.04,69.0,10.0,2,Fidele
C102608,36,4727.65,4436.24,48.0,1.9,1,Occasionnel
C102609,32,7063.09,18743.98,44.1,7.7,3,Fidele
C102610,27,3301.31,-1049.32,6.7,0.0,1,Risque
C102611,27,2933.32,1612.93,40.7,0.7,1,Occasionnel
C102612,37,8110.17,13396.49,58.2,9.6,2,Fidele
C102613,34,5463.16,8832.41,26.8,3.3,1,Occasionnel
C102614,54,4626.23,22430.35,46.9,8.0,4,Fidele
C102615,28,7019.94,30482.95,78.9,7.4,2,Fidele
C102616,30,9763.47,29981.93,56.5,6.0,1,Fidele
C102617,27,1333.45,-624.62,22.4,0.8,1,Risque
C102618,18,3821.18,4110.85,4.6,2.1,1,Occasionnel
C102619,22,1706.06,657.76,14.1,0.4,2,Risque
C102620,34,2689.27,1423.94,12.5,0.6,1,Risque
C102621,35,1094.23,-1723.29,5.4,0.0,1,Risque
C102622,55,11155.0,25789.31,46.5,4.4,2,Fidele
C102623,25,1343.77,-2069.3,20.6,1.7,1,Risque
C102624,25,3565.89,1898.68,32.8,2.1,1,Occasionnel
C102625,41,9560.26,6432.62,51.4,12.2,1,Fidele
C102626,33,4025.15,3411.08,35.1,0.8,1,Occasionnel
C102627,48,4645.86,9312.38,56.1,12.7,2,Fidele
C102628,45,7902.11,21329.35,57.1,4.9,3,Fidele
C102629,40,6033.71,19726.12,60.3,4.7,3,Fidele
C102630,30,20759.77,72681.37,100.0,7.4,5,Premium
C102631,36,7567.8,16015.36,55.0,7.0,2,Fidele
C102632,25,4362.55,-88.76,11.3,1.6,1,Risque
C102633,31,6092.73,4261.67,30.8,1.2,1,Occasionnel
C102634,26,1942.99,4185.59,0.0,0.0,2,Occasionnel
C102635,50,5455.57,35242.59,38.5,9.0,3,Fidele
C102636,54,3573.05,20846.88,50.9,7.5,3,Fidele
C102637,53,6310.97,24339.3,62.3,9.5,3,Fidele
C102638,30,6484.55,3992.06,40.2,3.6,1,Occasionnel
C102639,26,8445.21,27903.15,47.0,7.9,2,Fidele
C102640,33,5440.24,4932.96,16.3,0.6,2,Occasionnel
C102641,30,3967.52,4736.34,40.3,0.7,1,Occasionnel
C102642,37,5774.54,1304.87,55.5,3.4,3,Occasionnel
C102643,19,4139.52,-2185.37,25.9,2.7,1,Risque
C102644,56,7576.0,20439.67,63.1,7.7,2,Fidele
C102645,30,5247.66,-3417.5,19.5,2.7,1,Risque
C102646,33,3516.29,7216.11,26.2,2.4,2,Occasionnel
C102647,34,4428.52,6937.78,36.6,2.1,1,Occasionnel
C102648,44,3187.88,4601.93,30.5,2.3,2,Occasionnel
C102649,37,5449.71,3077.39,37.9,3.0,3,Occasionnel
C102650,40,3040.69,-1730.56,16.9,1.2,1,Risque
C102651,36,7805.9,40728.5,55.4,15.2,1,Fidele
C102652,44,2939.12,3111.77,31.6,2.1,1,Occasionnel
C102653,25,3922.95,2352.47,22.2,0.5,2,Occasionnel
C102654,31,7432.7,12477.02,52.4,6.4,3,Fidele
C102655,40,3273.72,125.75,11.3,2.0,2,Risque
C102656,38,7809.05,15151.43,69.3,12.9,3,Fidele
C102657,18,5018.71,2611.23,16.4,2.7,2,Occasionnel
C102658,49,16559.23,57895.9,83.3,11.9,5,Premium
C102659,50,8059.02,12457.39,34.1,12.3,2,Fidele
C102660,29,5572.28,-1373.57,53.9,2.4,1,Occasionnel
C102661,46,6450.64,32501.27,46.9,9.5,1,Fidele
C102662,37,7165.78,26416.69,69.8,2.2,3,Fidele
C102663,50,10486.52,15646.78,77.0,8.1,2,Fidele
C102664,42,7284.06,13088.99,82.4,6.5,2,Fidele
C102665,28,2768.27,6060.53,36.6,3.2,1,Occasionnel
C102666,23,2314.05,1830.42,34.3,1.3,1,Risque
C102667,35,13793.28,44757.64,67.0,9.2,3,Premium
C102668,42,5129.71,5354.91,42.5,0.8,1,Occasionnel
C102669,33,7085.13,31079.12,55.6,8.1,2,Fidele
C102670,21,2527.02,-353.37,36.0,1.3,1,Occasionnel
C102671,32,7205.77,22893.5,60.5,4.8,2,Fidele
C102672,45,6564.18,31283.34,64.8,10.3,1,Fidele
C102673,39,6129.29,19518.81,70.3,11.0,3,Fidele
C102674,29,774.5,4779.98,44.6,2.4,3,Occasionnel
C102675,33,2877.9,2984.57,16.6,1.1,1,Occasionnel
C102676,23,7417.36,24092.28,58.8,11.5,1,Fidele
C102677,31,5251.99,2601.91,31.2,0.0,1,Occasionnel
C102678,29,3981.67,3985.68,37.6,2.2,1,Occasionnel
C102679,50,5988.57,22401.82,66.1,6.9,1,Fidele
C102680,33,3197.5,-485.57,49.4,2.9,1,Occasionnel
C102681,46,2079.47,-1563.15,27.4,0.6,2,Risque
C102682,34,6708.97,15007.11,60.5,4.8,3,Fidele
C102683,39,4083.22,2977.5,70.1,1.9,1,Occasionnel
C102684,59,5418.97,18846.85,61.3,9.1,1,Fidele
C102685,42,4033.6,3158.96,36.1,2.5,1,Occasionnel
C102686,23,7216.02,10525.57,44.0,13.3,3,Fidele
C102687,30,4932.85,3160.9,20.1,2.4,1,Occasionnel
C102688,38,8168.39,23952.85,51.0,8.2,2,Fidele
C102689,23,1582.44,265.02,12.1,2.0,1,Occasionnel
C102690,25,3546.3,-686.4,13.2,0.7,2,Risque
C102691,32,6576.17,26089.99,48.7,9.4,1,Fidele
C102692,19,4134.37,-266.68,6.4,1.6,2,Risque
C102693,18,3443.98,-1472.9,1.1,5.1,3,Risque
C102694,18,1492.22,-1590.75,31.4,2.2,1,Risque
C102695,28,2983.24,27921.29,40.7,7.3,3,Fidele
C102696,42,3846.47,3893.83,16.4,2.1,1,Occasionnel
C102697,54,12456.79,67080.7,78.0,16.3,3,Premium
C102698,34,8180.74,25332.36,35.2,6.5,2,Fidele
C102699,31,2969.95,2.48,29.1,1.2,1,Risque
C102700,21,4186.42,5119.63,18.4,3.3,2,Occasionnel
C102701,44,1951.94,3814.66,0.0,1.0,2,Occasionnel
C102702,61,7240.37,18974.32,49.9,10.0,2,Fidele
C102703,41,1931.38,2541.62,19.9,2.8,1,Occasionnel
C102704,42,3452.94,8378.08,40.8,0.8,1,Occasionnel
C102705,42,5013.54,32415.77,51.8,7.7,3,Fidele
C102706,26,1575.82,-2296.15,30.5,1.5,1,Risque
C102707,30,8546.54,27138.47,56.3,9.2,3,Fidele
C102708,18,4203.15,31108.37,61.7,9.5,2,Fidele
C102709,35,4012.79,1150.85,31.1,1.2,1,Occasionnel
C102710,22,2110.6,-1651.12,18.8,1.5,1,Risque
C102711,19,9090.82,31610.29,57.3,9.0,3,Fidele
C102712,34,6885.27,18995.2,51.9,9.7,2,Fidele
C102713,48,13788.3,50907.24,70.3,8.3,4,Premium
C102714,20,4463.47,-803.88,28.1,0.9,2,Risque
C102715,32,2462.27,23103.04,44.0,5.4,2,Fidele
C102716,18,4018.07,4546.9,26.1,3.2,2,Occasionnel
C102717,18,1060.5,-16.31,30.3,1.8,2,Risque
C102718,49,17175.23,67543.58,76.0,10.7,4,Premium
C102719,22,3165.48,3486.55,5.7,0.8,1,Occasionnel
C102720,32,3104.0,7024.63,45.8,1.8,2,Occasionnel
C102721,25,3407.24,3773.5,37.7,4.4,1,Occasionnel
C102722,37,7356.66,26196.52,65.5,5.3,1,Fidele
C102723,18,6187.62,10806.87,53.8,7.9,2,Fidele
C102724,39,5886.3,10984.21,49.8,7.9,3,Fidele
C102725,27,4447.78,4202.31,29.8,3.0,1,Occasionnel
C102726,35,5866.93,4011.43,0.0,1.3,1,Occasionnel
C102727,36,11771.02,94888.17,76.0,12.4,5,Premium
C102728,52,5524.55,9605.51,52.8,6.4,3,Fidele
C102729,20,5102.44,-2772.87,19.3,0.8,1,Risque
C102730,37,18029.7,72492.0,74.1,6.5,7,Premium
C102731,59,6745.57,19135.2,46.2,8.7,1,Fidele
C102732,29,669.4,883.35,22.6,1.4,2,Occasionnel
C102733,18,6029.62,17333.46,48.6,10.7,3,Fidele
C102734,30,3286.62,8514.63,48.3,11.6,2,Fidele
C102735,30,9544.14,21194.87,51.6,12.2,1,Fidele
C102736,42,6511.28,19235.05,62.9,4.1,3,Fidele
C102737,20,4934.5,1262.24,36.5,1.8,1,Occasionnel
C102738,37,3833.27,2448.66,29.6,3.3,1,Occasionnel
C102739,34,4788.58,4914.77,32.9,1.0,1,Occasionnel
C102740,54,23532.64,87113.87,66.1,9.7,4,Premium
C102741,28,5778.32,3466.19,40.3,0.9,1,Occasionnel
C102742,25,5536.13,29457.92,59.9,4.5,1,Fidele
C102743,36,2867.31,2586.53,32.3,2.7,1,Occasionnel
C102744,60,4743.15,36103.83,73.6,7.1,4,Fidele
C102745,31,5416.46,5744.4,39.7,0.3,1,Occasionnel
C102746,41,8541.46,23651.6,69.5,8.2,3,Fidele
C102747,39,4403.14,14426.96,78.5,7.3,2,Fidele
C102748,59,7267.97,25173.8,61.7,6.3,2,Fidele
C102749,63,14752.47,65533.31,95.9,8.9,3,Premium
C102750,40,5832.7,20074.42,61.5,7.1,4,Fidele
C102751,41,2118.94,-964.86,17.3,1.1,1,Occasionnel
C102752,31,4191.4,408.36,11.7,1.9,2,Occasionnel
C102753,50,9622.42,81303.38,83.0,7.9,3,Premium
C102754,37,3159.44,-696.23,16.4,0.0,1,Risque
C102755,41,3636.22,-1993.2,37.2,2.0,1,Occasionnel
C102756,44,1940.66,-2436.28,10.2,1.5,1,Risque
C102757,18,4069.42,5416.62,40.2,0.6,1,Occasionnel
C102758,34,2516.45,2806.55,37.8,2.4,1,Occasionnel
C102759,27,4655.33,4932.58,32.0,2.6,1,Occasionnel
C102760,23,6379.43,2781.48,25.1,1.3,1,Occasionnel
C102761,45,2581.86,-1526.3,24.3,1.6,1,Risque
C102762,36,9621.02,118418.02,77.7,8.2,4,Premium
C102763,45,5949.16,18079.0,49.2,9.4,3,Fidele
C102764,48,18106.26,73030.28,87.6,14.4,3,Premium
C102765,34,1678.04,682.94,25.6,0.9,1,Risque
C102766,31,4792.88,13107.19,64.9,4.0,2,Fidele
C102767,39,2542.21,5046.37,33.2,3.7,1,Occasionnel
C102768,37,4284.47,2746.5,35.7,2.3,1,Occasionnel
C102769,24,1843.7,-610.77,15.9,1.3,2,Risque
C102770,24,5759.36,16286.24,47.1,15.0,5,Fidele
C102771,18,5283.81,3819.82,36.6,1.0,1,Occasionnel
C102772,22,2587.95,2003.61,17.1,2.0,1,Risque
C102773,69,14761.02,87688.59,84.7,7.6,4,Premium
C102774,36,3554.89,3527.03,69.1,3.6,1,Occasionnel
C102775,33,7017.62,18577.67,37.4,8.1,2,Fidele
C102776,35,6040.59,3675.41,16.2,1.5,1,Occasionnel
C102777,24,3355.47,6369.47,78.4,2.2,2,Occasionnel
C102778,66,7470.62,26432.77,73.3,11.2,3,Fidele
C102779,46,18507.32,48689.46,82.8,12.3,4,Premium
C102780,60,12865.46,110402.12,86.8,11.3,4,Premium
C102781,38,18322.49,70455.87,81.3,4.4,6,Premium
C102782,23,3825.56,-248.85,11.1,1.5,1,Occasionnel
C102783,48,5428.82,24088.2,40.0,6.3,1,Fidele
C102784,43,6818.13,34604.61,60.3,9.7,1,Fidele
